Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Non zero edges,Edge compr. rate,Total graph compr 
8105,20,16,20.0,42,46,30,28.57,48.57
8106,32,30,6.25,70,94,64,8.57,14.82
8107,18,18,0.0,40,58,40,0.0,0.0
8108,25,22,12.0,54,68,47,12.96,24.96
8109,24,24,0.0,52,76,52,0.0,0.0
8110,22,18,18.18,50,56,39,22.0,40.18
8111,24,24,0.0,54,78,54,0.0,0.0
8112,28,26,7.14,60,80,54,10.0,17.14
8113,32,31,3.12,70,99,68,2.86,5.98
8114,15,13,13.33,30,39,26,13.33,26.66
8115,26,23,11.54,56,71,48,14.29,25.83
8116,16,15,6.25,34,47,32,5.88,12.129999999999999
8117,24,22,8.33,50,66,44,12.0,20.33
8118,22,22,0.0,48,70,48,0.0,0.0
8119,31,24,22.58,70,72,50,28.57,51.15
8120,30,28,6.67,66,88,60,9.09,15.76
8121,23,23,0.0,50,73,50,0.0,0.0
8122,26,23,11.54,58,71,49,15.52,27.06
8123,27,23,14.81,58,71,48,17.24,32.05
8124,23,21,8.7,50,65,44,12.0,20.7
8125,21,21,0.0,44,65,44,0.0,0.0
8126,29,27,6.9,62,83,56,9.68,16.58
8127,25,19,24.0,58,59,40,31.03,55.03
8128,25,25,0.0,54,79,54,0.0,0.0
8129,29,29,0.0,64,93,64,0.0,0.0
8130,27,22,18.52,58,66,44,24.14,42.66
8131,19,16,15.79,40,48,32,20.0,35.79
8132,21,16,23.81,44,46,30,31.82,55.629999999999995
8133,28,24,14.29,60,72,48,20.0,34.29
8134,22,22,0.0,48,70,48,0.0,0.0
8135,34,32,5.88,76,102,70,7.89,13.77
8136,26,22,15.38,58,68,46,20.69,36.07
8137,32,22,31.25,74,70,48,35.14,66.39
8138,16,14,12.5,34,42,28,17.65,30.15
8139,25,22,12.0,56,68,47,16.07,28.07
8140,22,22,0.0,46,68,46,0.0,0.0
8141,26,24,7.69,56,74,50,10.71,18.400000000000002
8142,19,19,0.0,42,61,42,0.0,0.0
8143,20,17,15.0,42,53,36,14.29,29.29
8144,30,28,6.67,64,86,59,7.81,14.48
8145,25,25,0.0,54,79,54,0.0,0.0
8146,22,21,4.55,48,67,46,4.17,8.719999999999999
8147,25,23,8.0,52,71,48,7.69,15.690000000000001
8148,26,24,7.69,56,74,50,10.71,18.400000000000002
8149,27,26,3.7,56,80,54,3.57,7.27
8150,20,17,15.0,42,51,35,16.67,31.67
8151,18,16,11.11,36,48,32,11.11,22.22
8152,26,22,15.38,56,68,46,17.86,33.24
8153,14,14,0.0,30,44,30,0.0,0.0
8154,29,27,6.9,62,85,58,6.45,13.350000000000001
8155,24,22,8.33,52,68,46,11.54,19.869999999999997
8156,20,20,0.0,42,62,42,0.0,0.0
8157,26,24,7.69,58,76,52,10.34,18.03
8158,23,21,8.7,50,65,44,12.0,20.7
8159,24,24,0.0,52,76,52,0.0,0.0
8160,24,24,0.0,52,76,52,0.0,0.0
8161,23,23,0.0,50,73,50,0.0,0.0
8162,20,18,10.0,42,54,36,14.29,24.29
8163,25,21,16.0,54,63,42,22.22,38.22
8164,27,23,14.81,58,69,46,20.69,35.5
8165,23,18,21.74,50,54,36,28.0,49.739999999999995
8166,22,20,9.09,44,60,40,9.09,18.18
8167,23,17,26.09,52,51,36,30.77,56.86
8168,21,21,0.0,44,65,44,0.0,0.0
8169,25,23,8.0,52,69,46,11.54,19.54
8170,25,21,16.0,54,63,43,20.37,36.370000000000005
8171,17,16,5.88,36,50,34,5.56,11.44
8172,18,18,0.0,38,56,38,0.0,0.0
8173,27,25,7.41,60,79,54,10.0,17.41
8174,26,18,30.77,56,52,34,39.29,70.06
8175,13,11,15.38,26,33,22,15.38,30.76
8176,26,24,7.69,58,76,52,10.34,18.03
8177,26,22,15.38,58,68,47,18.97,34.35
8178,21,19,9.52,44,59,40,9.09,18.61
8179,20,20,0.0,42,62,42,0.0,0.0
8180,17,17,0.0,34,51,34,0.0,0.0
8181,18,17,5.56,36,51,34,5.56,11.12
8182,23,20,13.04,50,62,42,16.0,29.04
8183,23,23,0.0,48,71,48,0.0,0.0
8184,25,23,8.0,54,71,49,9.26,17.259999999999998
8185,22,19,13.64,46,57,38,17.39,31.03
8186,25,22,12.0,54,68,47,12.96,24.96
8187,23,19,17.39,48,57,38,20.83,38.22
8188,20,17,15.0,44,53,36,18.18,33.18
8189,26,22,15.38,56,68,46,17.86,33.24
8190,19,17,10.53,40,53,36,10.0,20.53
8191,24,21,12.5,50,63,42,16.0,28.5
8192,19,18,5.26,40,56,38,5.0,10.26
8193,26,22,15.38,56,66,44,21.43,36.81
8194,27,22,18.52,60,68,46,23.33,41.849999999999994
8195,27,26,3.7,58,82,56,3.45,7.15
8196,19,19,0.0,40,59,40,0.0,0.0
8197,17,15,11.76,38,47,32,15.79,27.549999999999997
8198,23,22,4.35,48,68,46,4.17,8.52
8199,27,23,14.81,58,69,46,20.69,35.5
8200,25,23,8.0,54,71,48,11.11,19.11
8201,23,23,0.0,48,71,48,0.0,0.0
8202,24,24,0.0,50,74,50,0.0,0.0
8203,26,23,11.54,56,71,48,14.29,25.83
8204,21,20,4.76,44,62,42,4.55,9.309999999999999
8205,27,23,14.81,58,69,47,18.97,33.78
8206,21,19,9.52,44,59,40,9.09,18.61
8207,18,18,0.0,38,56,38,0.0,0.0
8208,23,18,21.74,50,52,34,32.0,53.739999999999995
8209,17,17,0.0,38,55,38,0.0,0.0
8210,19,15,21.05,40,45,30,25.0,46.05
8211,30,30,0.0,66,96,66,0.0,0.0
8212,19,17,10.53,42,53,36,14.29,24.82
8213,22,22,0.0,46,68,46,0.0,0.0
8214,21,20,4.76,44,62,42,4.55,9.309999999999999
8215,21,21,0.0,46,67,46,0.0,0.0
8216,23,20,13.04,48,60,40,16.67,29.71
8217,23,20,13.04,50,62,42,16.0,29.04
8218,27,25,7.41,60,79,54,10.0,17.41
8219,30,26,13.33,66,80,54,18.18,31.509999999999998
8220,27,25,7.41,58,77,52,10.34,17.75
8221,10,10,0.0,18,28,18,0.0,0.0
8222,27,24,11.11,58,74,51,12.07,23.18
8223,30,25,16.67,66,77,52,21.21,37.88
8224,25,18,28.0,54,52,36,33.33,61.33
8225,26,21,19.23,56,63,42,25.0,44.230000000000004
8226,23,23,0.0,52,75,52,0.0,0.0
8227,22,20,9.09,48,62,43,10.42,19.509999999999998
8228,26,24,7.69,54,72,48,11.11,18.8
8229,17,17,0.0,36,53,36,0.0,0.0
8230,25,23,8.0,54,71,48,11.11,19.11
8231,20,20,0.0,44,64,44,0.0,0.0
8232,28,28,0.0,60,88,60,0.0,0.0
8233,30,30,0.0,66,96,66,0.0,0.0
8234,27,23,14.81,60,71,48,20.0,34.81
8235,20,19,5.0,42,59,40,4.76,9.76
8236,26,24,7.69,56,74,50,10.71,18.400000000000002
8237,22,21,4.55,44,63,42,4.55,9.1
8238,19,19,0.0,40,59,40,0.0,0.0
8239,28,23,17.86,62,71,48,22.58,40.44
8240,13,12,7.69,24,34,22,8.33,16.02
8241,23,22,4.35,48,68,46,4.17,8.52
8242,23,19,17.39,50,57,38,24.0,41.39
8243,23,20,13.04,50,60,41,18.0,31.04
8244,13,13,0.0,26,39,26,0.0,0.0
8245,24,19,20.83,50,57,38,24.0,44.83
8246,23,19,17.39,50,57,38,24.0,41.39
8247,16,16,0.0,32,48,32,0.0,0.0
8248,14,14,0.0,30,44,30,0.0,0.0
8249,25,23,8.0,56,73,50,10.71,18.71
8250,26,22,15.38,56,66,44,21.43,36.81
8251,23,20,13.04,48,60,40,16.67,29.71
8252,29,23,20.69,62,69,46,25.81,46.5
8253,22,19,13.64,48,59,40,16.67,30.310000000000002
8254,25,20,20.0,54,60,40,25.93,45.93
8255,27,23,14.81,58,69,47,18.97,33.78
8256,16,16,0.0,34,50,34,0.0,0.0
8257,17,16,5.88,34,48,32,5.88,11.76
8258,25,25,0.0,52,77,52,0.0,0.0
8259,27,27,0.0,58,85,58,0.0,0.0
8260,23,21,8.7,48,63,42,12.5,21.2
8261,21,20,4.76,46,64,44,4.35,9.11
8262,30,28,6.67,66,88,60,9.09,15.76
8263,19,16,15.79,38,46,30,21.05,36.84
8264,18,18,0.0,36,54,36,0.0,0.0
8265,24,22,8.33,50,66,44,12.0,20.33
8266,22,21,4.55,46,65,44,4.35,8.899999999999999
8267,19,17,10.53,40,51,34,15.0,25.53
8268,25,23,8.0,54,71,48,11.11,19.11
8269,22,21,4.55,46,65,44,4.35,8.899999999999999
8270,24,19,20.83,50,55,36,28.0,48.83
8271,29,27,6.9,66,87,60,9.09,15.99
8272,18,18,0.0,38,56,38,0.0,0.0
8273,27,22,18.52,60,68,46,23.33,41.849999999999994
8274,19,19,0.0,42,61,42,0.0,0.0
8275,24,20,16.67,52,62,42,19.23,35.900000000000006
8276,24,22,8.33,52,68,46,11.54,19.869999999999997
8277,13,13,0.0,26,39,26,0.0,0.0
8278,24,21,12.5,52,65,45,13.46,25.96
8279,24,24,0.0,50,74,50,0.0,0.0
8280,20,20,0.0,42,62,42,0.0,0.0
8281,21,19,9.52,46,59,40,13.04,22.56
8282,21,19,9.52,44,57,38,13.64,23.16
8283,34,32,5.88,76,102,70,7.89,13.77
8284,25,21,16.0,52,63,43,17.31,33.31
8285,15,15,0.0,32,47,32,0.0,0.0
8286,19,19,0.0,40,59,40,0.0,0.0
8287,25,25,0.0,54,79,54,0.0,0.0
8288,23,13,43.48,50,37,24,52.0,95.47999999999999
8289,21,21,0.0,46,67,46,0.0,0.0
8290,19,18,5.26,38,54,36,5.26,10.52
8291,31,25,19.35,68,77,52,23.53,42.88
8292,24,22,8.33,52,68,46,11.54,19.869999999999997
8293,17,14,17.65,36,42,29,19.44,37.09
8294,25,19,24.0,54,55,36,33.33,57.33
8295,24,24,0.0,50,74,50,0.0,0.0
8296,23,17,26.09,48,49,32,33.33,59.42
8297,25,21,16.0,54,63,43,20.37,36.370000000000005
8298,30,28,6.67,66,88,60,9.09,15.76
8299,22,18,18.18,46,54,36,21.74,39.92
8300,21,18,14.29,46,56,38,17.39,31.68
8301,16,16,0.0,32,48,32,0.0,0.0
8302,28,28,0.0,62,90,62,0.0,0.0
8303,22,18,18.18,46,54,36,21.74,39.92
8304,28,27,3.57,62,85,59,4.84,8.41
8305,29,27,6.9,64,85,58,9.38,16.28
8306,29,23,20.69,66,71,48,27.27,47.96
8307,22,21,4.55,46,65,44,4.35,8.899999999999999
8308,18,14,22.22,42,44,32,23.81,46.03
8309,28,26,7.14,62,82,56,9.68,16.82
8310,27,26,3.7,58,82,56,3.45,7.15
8311,15,15,0.0,32,47,32,0.0,0.0
8312,18,18,0.0,36,54,36,0.0,0.0
8313,26,26,0.0,56,82,56,0.0,0.0
8314,22,19,13.64,48,59,41,14.58,28.22
8315,25,19,24.0,54,55,36,33.33,57.33
8316,22,22,0.0,46,68,46,0.0,0.0
8317,27,26,3.7,58,82,56,3.45,7.15
8318,22,21,4.55,46,65,44,4.35,8.899999999999999
8319,32,28,12.5,70,88,60,14.29,26.79
8320,24,20,16.67,52,60,40,23.08,39.75
8321,29,19,34.48,64,57,38,40.62,75.1
8322,29,29,0.0,64,93,64,0.0,0.0
8323,29,27,6.9,64,85,58,9.38,16.28
8324,20,20,0.0,42,62,42,0.0,0.0
8325,31,25,19.35,68,77,52,23.53,42.88
8326,29,28,3.45,64,88,61,4.69,8.14
8327,22,20,9.09,46,62,42,8.7,17.79
8328,22,17,22.73,46,49,33,28.26,50.99
8329,16,10,37.5,36,28,19,47.22,84.72
8330,24,22,8.33,52,68,46,11.54,19.869999999999997
8331,22,22,0.0,46,68,46,0.0,0.0
8332,30,28,6.67,70,92,65,7.14,13.809999999999999
8333,21,21,0.0,46,67,46,0.0,0.0
8334,25,23,8.0,54,71,48,11.11,19.11
8335,25,21,16.0,54,63,43,20.37,36.370000000000005
8336,22,20,9.09,48,62,42,12.5,21.59
8337,23,22,4.35,52,70,49,5.77,10.12
8338,27,24,11.11,56,72,48,14.29,25.4
8339,30,26,13.33,68,82,57,16.18,29.509999999999998
8340,27,25,7.41,58,77,52,10.34,17.75
8341,19,16,15.79,42,50,34,19.05,34.84
8342,22,18,18.18,48,54,36,25.0,43.18
8343,21,21,0.0,44,65,44,0.0,0.0
8344,23,21,8.7,48,65,44,8.33,17.03
8345,25,22,12.0,56,70,48,14.29,26.29
8346,28,24,14.29,62,74,50,19.35,33.64
8347,16,16,0.0,34,50,34,0.0,0.0
8348,26,24,7.69,58,76,52,10.34,18.03
8349,17,14,17.65,36,40,27,25.0,42.65
8350,19,19,0.0,40,59,40,0.0,0.0
8351,24,22,8.33,52,68,46,11.54,19.869999999999997
8352,25,22,12.0,52,66,44,15.38,27.380000000000003
8353,20,20,0.0,44,64,44,0.0,0.0
8354,33,29,12.12,74,91,64,13.51,25.63
8355,22,20,9.09,48,62,42,12.5,21.59
8356,26,23,11.54,56,71,49,12.5,24.04
8357,23,23,0.0,50,73,50,0.0,0.0
8358,29,29,0.0,62,91,62,0.0,0.0
8359,19,16,15.79,40,48,32,20.0,35.79
8360,25,24,4.0,52,74,50,3.85,7.85
8361,29,29,0.0,64,93,64,0.0,0.0
8362,20,17,15.0,42,53,36,14.29,29.29
8363,19,19,0.0,42,61,42,0.0,0.0
8364,31,29,6.45,70,93,64,8.57,15.02
8365,17,17,0.0,36,53,36,0.0,0.0
8366,26,24,7.69,56,76,52,7.14,14.83
8367,19,19,0.0,40,59,40,0.0,0.0
8368,23,20,13.04,50,62,43,14.0,27.04
8369,26,21,19.23,56,63,42,25.0,44.230000000000004
8370,21,21,0.0,44,65,44,0.0,0.0
8371,25,25,0.0,54,79,54,0.0,0.0
8372,26,22,15.38,56,66,44,21.43,36.81
8373,17,15,11.76,36,45,30,16.67,28.43
8374,24,24,0.0,54,78,54,0.0,0.0
8375,23,18,21.74,48,52,34,29.17,50.91
8376,22,22,0.0,44,66,44,0.0,0.0
8377,24,24,0.0,54,78,54,0.0,0.0
8378,27,25,7.41,58,77,52,10.34,17.75
8379,23,22,4.35,50,70,48,4.0,8.35
8380,22,22,0.0,50,72,50,0.0,0.0
8381,24,22,8.33,52,68,46,11.54,19.869999999999997
8382,30,28,6.67,66,88,60,9.09,15.76
8383,29,26,10.34,64,82,56,12.5,22.84
8384,27,19,29.63,58,59,40,31.03,60.66
8385,19,19,0.0,42,61,42,0.0,0.0
8386,25,21,16.0,54,63,42,22.22,38.22
8387,20,20,0.0,42,62,42,0.0,0.0
8388,24,24,0.0,52,76,52,0.0,0.0
8389,25,25,0.0,56,81,56,0.0,0.0
8390,28,26,7.14,60,80,54,10.0,17.14
8391,25,20,20.0,54,60,41,24.07,44.07
8392,27,25,7.41,60,79,54,10.0,17.41
8393,26,24,7.69,58,76,52,10.34,18.03
8394,20,17,15.0,42,51,34,19.05,34.05
8395,22,22,0.0,50,72,50,0.0,0.0
8396,34,32,5.88,76,102,70,7.89,13.77
8397,23,23,0.0,50,73,50,0.0,0.0
8398,27,22,18.52,60,66,45,25.0,43.519999999999996
8399,28,28,0.0,62,90,62,0.0,0.0
8400,30,28,6.67,66,88,60,9.09,15.76
8401,24,20,16.67,54,62,43,20.37,37.040000000000006
8402,24,24,0.0,54,78,54,0.0,0.0
8403,29,25,13.79,64,77,52,18.75,32.54
8404,21,18,14.29,44,54,36,18.18,32.47
8405,19,19,0.0,40,59,40,0.0,0.0
8406,19,15,21.05,40,45,30,25.0,46.05
8407,18,18,0.0,36,54,36,0.0,0.0
8408,20,19,5.0,42,59,40,4.76,9.76
8409,23,23,0.0,52,75,52,0.0,0.0
8410,29,25,13.79,64,77,52,18.75,32.54
8411,25,25,0.0,52,77,52,0.0,0.0
8412,15,14,6.67,30,40,26,13.33,20.0
8413,21,20,4.76,46,62,43,6.52,11.28
8414,30,29,3.33,66,93,64,3.03,6.359999999999999
8415,24,21,12.5,50,63,42,16.0,28.5
8416,25,22,12.0,54,68,46,14.81,26.810000000000002
8417,23,23,0.0,52,75,52,0.0,0.0
8418,17,14,17.65,36,42,28,22.22,39.87
8419,17,12,29.41,38,34,23,39.47,68.88
8420,18,17,5.56,38,53,36,5.26,10.82
8421,22,22,0.0,48,70,48,0.0,0.0
8422,23,19,17.39,50,57,38,24.0,41.39
8423,21,19,9.52,44,57,38,13.64,23.16
8424,24,24,0.0,50,74,50,0.0,0.0
8425,23,23,0.0,50,73,50,0.0,0.0
8426,26,23,11.54,54,69,46,14.81,26.35
8427,24,22,8.33,50,68,46,8.0,16.33
8428,24,24,0.0,50,74,50,0.0,0.0
8429,20,15,25.0,42,43,28,33.33,58.33
8430,19,17,10.53,40,53,36,10.0,20.53
8431,15,13,13.33,30,37,24,20.0,33.33
8432,24,22,8.33,50,68,46,8.0,16.33
8433,21,18,14.29,42,54,36,14.29,28.58
8434,21,19,9.52,46,59,40,13.04,22.56
8435,24,23,4.17,54,73,51,5.56,9.73
8436,22,18,18.18,48,54,36,25.0,43.18
8437,34,34,0.0,74,108,74,0.0,0.0
8438,21,21,0.0,46,67,46,0.0,0.0
8439,27,23,14.81,60,71,48,20.0,34.81
8440,18,18,0.0,42,60,42,0.0,0.0
8441,25,23,8.0,54,71,48,11.11,19.11
8442,28,28,0.0,60,88,60,0.0,0.0
8443,24,22,8.33,52,68,46,11.54,19.869999999999997
8444,26,21,19.23,58,65,44,24.14,43.370000000000005
8445,29,25,13.79,62,75,50,19.35,33.14
8446,24,18,25.0,56,56,38,32.14,57.14
8447,21,18,14.29,44,56,38,13.64,27.93
8448,26,23,11.54,58,71,49,15.52,27.06
8449,24,24,0.0,52,76,52,0.0,0.0
8450,26,22,15.38,60,70,50,16.67,32.050000000000004
8451,15,15,0.0,30,45,30,0.0,0.0
8452,21,20,4.76,44,62,42,4.55,9.309999999999999
8453,16,14,12.5,32,40,26,18.75,31.25
8454,19,19,0.0,40,59,40,0.0,0.0
8455,25,18,28.0,54,54,37,31.48,59.480000000000004
8456,23,21,8.7,48,63,42,12.5,21.2
8457,27,22,18.52,58,66,44,24.14,42.66
8458,29,27,6.9,62,85,58,6.45,13.350000000000001
8459,19,16,15.79,40,48,32,20.0,35.79
8460,15,14,6.67,32,42,29,9.38,16.05
8461,13,13,0.0,26,39,26,0.0,0.0
8462,31,26,16.13,66,78,52,21.21,37.34
8463,19,15,21.05,40,43,29,27.5,48.55
8464,26,26,0.0,56,82,56,0.0,0.0
8465,21,21,0.0,48,69,48,0.0,0.0
8466,25,23,8.0,54,71,48,11.11,19.11
8467,18,18,0.0,38,56,38,0.0,0.0
8468,18,15,16.67,38,45,30,21.05,37.72
8469,19,17,10.53,40,51,34,15.0,25.53
8470,23,23,0.0,50,73,50,0.0,0.0
8471,28,26,7.14,60,80,54,10.0,17.14
8472,21,21,0.0,44,65,44,0.0,0.0
8473,26,22,15.38,58,68,46,20.69,36.07
8474,25,20,20.0,52,60,40,23.08,43.08
8475,23,22,4.35,48,68,46,4.17,8.52
8476,21,18,14.29,44,56,38,13.64,27.93
8477,22,20,9.09,46,60,40,13.04,22.13
8478,23,21,8.7,50,65,44,12.0,20.7
8479,32,27,15.62,68,83,56,17.65,33.269999999999996
8480,24,23,4.17,54,73,51,5.56,9.73
8481,25,23,8.0,52,71,48,7.69,15.690000000000001
8482,18,18,0.0,38,56,38,0.0,0.0
8483,31,31,0.0,68,99,68,0.0,0.0
8484,21,18,14.29,42,52,34,19.05,33.34
8485,24,22,8.33,52,68,46,11.54,19.869999999999997
8486,18,18,0.0,38,56,38,0.0,0.0
8487,27,25,7.41,58,77,52,10.34,17.75
8488,20,14,30.0,42,40,26,38.1,68.1
8489,28,28,0.0,62,90,62,0.0,0.0
8490,20,20,0.0,42,62,42,0.0,0.0
8491,27,25,7.41,58,77,52,10.34,17.75
8492,17,17,0.0,38,55,38,0.0,0.0
8493,22,20,9.09,48,62,43,10.42,19.509999999999998
8494,26,26,0.0,56,82,56,0.0,0.0
8495,23,23,0.0,50,73,50,0.0,0.0
8496,26,24,7.69,58,76,52,10.34,18.03
8497,25,21,16.0,52,63,42,19.23,35.230000000000004
8498,19,16,15.79,40,48,32,20.0,35.79
8499,24,20,16.67,52,60,40,23.08,39.75
8500,30,20,33.33,66,60,40,39.39,72.72
8501,22,19,13.64,46,57,38,17.39,31.03
8502,23,21,8.7,48,63,42,12.5,21.2
8503,22,22,0.0,46,68,46,0.0,0.0
8504,21,21,0.0,44,65,44,0.0,0.0
8505,18,18,0.0,38,56,38,0.0,0.0
8506,25,25,0.0,54,79,54,0.0,0.0
8507,23,21,8.7,50,65,45,10.0,18.7
8508,24,20,16.67,54,62,42,22.22,38.89
8509,24,22,8.33,50,68,46,8.0,16.33
8510,19,18,5.26,38,54,36,5.26,10.52
8511,29,27,6.9,68,89,62,8.82,15.72
8512,26,22,15.38,58,68,46,20.69,36.07
8513,24,22,8.33,52,68,46,11.54,19.869999999999997
8514,19,15,21.05,40,45,30,25.0,46.05
8515,22,22,0.0,46,68,46,0.0,0.0
8516,24,22,8.33,52,68,46,11.54,19.869999999999997
8517,27,22,18.52,60,68,46,23.33,41.849999999999994
8518,25,23,8.0,54,71,48,11.11,19.11
8519,19,19,0.0,42,61,42,0.0,0.0
8520,17,17,0.0,36,53,36,0.0,0.0
8521,26,25,3.85,58,81,56,3.45,7.300000000000001
8522,19,19,0.0,40,59,40,0.0,0.0
8523,24,22,8.33,52,68,46,11.54,19.869999999999997
8524,18,18,0.0,36,54,36,0.0,0.0
8525,22,18,18.18,48,54,37,22.92,41.1
8526,22,22,0.0,48,70,48,0.0,0.0
8527,20,20,0.0,42,62,42,0.0,0.0
8528,19,17,10.53,40,53,36,10.0,20.53
8529,21,16,23.81,44,48,32,27.27,51.08
8530,25,25,0.0,52,77,52,0.0,0.0
8531,22,19,13.64,48,59,40,16.67,30.310000000000002
8532,21,21,0.0,44,65,44,0.0,0.0
8533,25,23,8.0,52,69,46,11.54,19.54
8534,17,15,11.76,34,45,30,11.76,23.52
8535,27,27,0.0,58,85,58,0.0,0.0
8536,34,28,17.65,76,86,58,23.68,41.33
8537,20,18,10.0,44,56,38,13.64,23.64
8538,17,17,0.0,34,51,34,0.0,0.0
8539,26,25,3.85,56,79,54,3.57,7.42
8540,19,17,10.53,42,53,37,11.9,22.43
8541,18,16,11.11,38,48,32,15.79,26.9
8542,26,24,7.69,56,74,50,10.71,18.400000000000002
8543,26,25,3.85,56,77,53,5.36,9.21
8544,14,14,0.0,28,42,28,0.0,0.0
8545,23,21,8.7,48,65,44,8.33,17.03
8546,27,27,0.0,58,85,58,0.0,0.0
8547,27,22,18.52,60,66,46,23.33,41.849999999999994
8548,26,26,0.0,58,84,58,0.0,0.0
8549,26,23,11.54,54,69,46,14.81,26.35
8550,23,23,0.0,48,71,48,0.0,0.0
8551,23,21,8.7,50,65,44,12.0,20.7
8552,26,23,11.54,56,71,48,14.29,25.83
8553,26,24,7.69,56,74,50,10.71,18.400000000000002
8554,16,16,0.0,34,50,34,0.0,0.0
8555,24,24,0.0,50,74,50,0.0,0.0
8556,20,20,0.0,42,62,42,0.0,0.0
8557,24,22,8.33,52,68,46,11.54,19.869999999999997
8558,14,14,0.0,30,44,30,0.0,0.0
8559,15,15,0.0,32,47,32,0.0,0.0
8560,32,30,6.25,72,96,66,8.33,14.58
8561,29,26,10.34,64,82,56,12.5,22.84
8562,27,24,11.11,58,72,49,15.52,26.63
8563,24,22,8.33,54,70,48,11.11,19.439999999999998
8564,25,21,16.0,54,63,42,22.22,38.22
8565,28,26,7.14,62,82,56,9.68,16.82
8566,16,15,6.25,32,45,30,6.25,12.5
8567,28,23,17.86,64,71,49,23.44,41.3
8568,27,27,0.0,60,87,60,0.0,0.0
8569,20,20,0.0,42,62,42,0.0,0.0
8570,21,21,0.0,46,67,46,0.0,0.0
8571,17,14,17.65,34,40,26,23.53,41.18
8572,27,25,7.41,58,77,52,10.34,17.75
8573,24,22,8.33,52,68,46,11.54,19.869999999999997
8574,20,17,15.0,44,53,36,18.18,33.18
8575,20,18,10.0,44,56,38,13.64,23.64
8576,22,18,18.18,48,54,36,25.0,43.18
8577,23,22,4.35,48,68,46,4.17,8.52
8578,23,19,17.39,50,57,38,24.0,41.39
8579,20,17,15.0,42,51,34,19.05,34.05
8580,23,20,13.04,50,62,42,16.0,29.04
8581,24,24,0.0,52,76,52,0.0,0.0
8582,22,21,4.55,48,67,46,4.17,8.719999999999999
8583,32,30,6.25,72,96,66,8.33,14.58
8584,21,19,9.52,46,59,40,13.04,22.56
8585,26,23,11.54,56,71,48,14.29,25.83
8586,20,20,0.0,42,62,42,0.0,0.0
8587,27,23,14.81,60,71,48,20.0,34.81
8588,25,23,8.0,54,73,50,7.41,15.41
8589,15,13,13.33,32,39,26,18.75,32.08
8590,28,26,7.14,60,82,56,6.67,13.809999999999999
8591,22,22,0.0,50,72,50,0.0,0.0
8592,21,19,9.52,44,57,38,13.64,23.16
8593,21,18,14.29,42,52,34,19.05,33.34
8594,21,21,0.0,44,65,44,0.0,0.0
8595,20,18,10.0,42,54,36,14.29,24.29
8596,32,27,15.62,72,85,58,19.44,35.06
8597,17,16,5.88,36,48,33,8.33,14.21
8598,22,22,0.0,46,68,46,0.0,0.0
8599,24,22,8.33,52,68,46,11.54,19.869999999999997
8600,14,13,7.14,30,41,28,6.67,13.809999999999999
8601,13,13,0.0,26,39,26,0.0,0.0
8602,28,26,7.14,62,82,56,9.68,16.82
8603,25,21,16.0,54,63,42,22.22,38.22
8604,28,25,10.71,60,77,53,11.67,22.380000000000003
8605,18,15,16.67,36,45,30,16.67,33.34
8606,21,21,0.0,44,65,44,0.0,0.0
8607,22,20,9.09,46,60,40,13.04,22.13
8608,26,20,23.08,58,60,40,31.03,54.11
8609,15,14,6.67,34,44,30,11.76,18.43
8610,14,13,7.14,28,39,26,7.14,14.28
8611,31,29,6.45,70,93,64,8.57,15.02
8612,25,21,16.0,54,65,45,16.67,32.67
8613,28,28,0.0,60,88,60,0.0,0.0
8614,28,26,7.14,60,82,56,6.67,13.809999999999999
8615,28,26,7.14,62,82,56,9.68,16.82
8616,25,20,20.0,54,60,40,25.93,45.93
8617,15,15,0.0,32,47,32,0.0,0.0
8618,20,20,0.0,44,64,44,0.0,0.0
8619,20,18,10.0,42,54,36,14.29,24.29
8620,30,20,33.33,64,58,38,40.62,73.94999999999999
8621,25,25,0.0,54,79,54,0.0,0.0
8622,29,29,0.0,66,95,66,0.0,0.0
8623,24,24,0.0,52,76,52,0.0,0.0
8624,24,20,16.67,50,60,40,20.0,36.67
8625,24,22,8.33,52,68,46,11.54,19.869999999999997
8626,26,23,11.54,58,71,49,15.52,27.06
8627,21,21,0.0,46,67,46,0.0,0.0
8628,13,13,0.0,28,41,28,0.0,0.0
8629,17,16,5.88,34,48,32,5.88,11.76
8630,19,17,10.53,40,51,34,15.0,25.53
8631,24,24,0.0,52,76,52,0.0,0.0
8632,25,23,8.0,54,71,48,11.11,19.11
8633,20,18,10.0,44,56,38,13.64,23.64
8634,21,20,4.76,44,62,42,4.55,9.309999999999999
8635,29,29,0.0,62,91,62,0.0,0.0
8636,24,22,8.33,50,68,46,8.0,16.33
8637,15,14,6.67,30,42,28,6.67,13.34
8638,25,23,8.0,54,71,48,11.11,19.11
8639,25,23,8.0,52,71,48,7.69,15.690000000000001
8640,17,11,35.29,38,31,21,44.74,80.03
8641,25,25,0.0,54,79,54,0.0,0.0
8642,26,22,15.38,56,66,44,21.43,36.81
8643,21,19,9.52,42,57,38,9.52,19.04
8644,28,26,7.14,62,82,56,9.68,16.82
8645,21,21,0.0,44,65,44,0.0,0.0
8646,26,22,15.38,56,66,44,21.43,36.81
8647,27,25,7.41,58,77,52,10.34,17.75
8648,17,15,11.76,36,45,30,16.67,28.43
8649,19,15,21.05,42,47,33,21.43,42.480000000000004
